Water_SYSTEM.PWSID,Water_SYSTEM.PWS_NAME,Water_SYSTEM.NPM_CANDIDATE,Water_SYSTEM.PRIMACY_AGENCY_CODE,Water_SYSTEM.EPA_REGION,Water_SYSTEM.SEASON_BEGIN_DATE,Water_SYSTEM.SEASON_END_DATE,Water_SYSTEM.PWS_ACTIVITY_CODE,Water_SYSTEM.PWS_DEACTIVATION_DATE,Water_SYSTEM.PWS_TYPE_CODE,Water_SYSTEM.DBPR_SCHEDULE_CAT_CODE,Water_SYSTEM.CDS_ID,Water_SYSTEM.GW_SW_CODE,Water_SYSTEM.LT2_SCHEDULE_CAT_CODE,Water_SYSTEM.OWNER_TYPE_CODE,Water_SYSTEM.POPULATION_SERVED_COUNT,Water_SYSTEM.POP_CAT_2_CODE,Water_SYSTEM.POP_CAT_3_CODE,Water_SYSTEM.POP_CAT_4_CODE,Water_SYSTEM.POP_CAT_5_CODE,Water_SYSTEM.POP_CAT_11_CODE,Water_SYSTEM.PRIMACY_TYPE,Water_SYSTEM.PRIMARY_SOURCE_CODE,Water_SYSTEM.IS_GRANT_ELIGIBLE_IND,Water_SYSTEM.IS_WHOLESALER_IND,Water_SYSTEM.IS_SCHOOL_OR_DAYCARE_IND,Water_SYSTEM.SERVICE_CONNECTIONS_COUNT,Water_SYSTEM.SUBMISSION_STATUS_CODE,Water_SYSTEM.ORG_NAME,Water_SYSTEM.ADMIN_NAME,Water_SYSTEM.EMAIL_ADDR,Water_SYSTEM.PHONE_NUMBER,Water_SYSTEM.PHONE_EXT_NUMBER,Water_SYSTEM.FAX_NUMBER,Water_SYSTEM.ALT_PHONE_NUMBER,Water_SYSTEM.ADDRESS_LINE1,Water_SYSTEM.ADDRESS_LINE2,Water_SYSTEM.CITY_NAME,Water_SYSTEM.ZIP_CODE,Water_SYSTEM.COUNTRY_CODE,Water_SYSTEM.STATE_CODE,Water_SYSTEM.SOURCE_WATER_PROTECTION_CODE,Water_SYSTEM.SOURCE_PROTECTION_BEGIN_DATE,Water_SYSTEM.OUTSTANDING_PERFORMER,Water_SYSTEM.OUTSTANDING_PERFORM_BEGIN_DATE,Water_SYSTEM.CITIES_SERVED,Water_SYSTEM.COUNTIES_SERVED,X48
PR0666076,QUEMADOS II SEC. VICENTE,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,283,1,1,1,1,2,Territory,GW,Y,N,N,90,Y,QUEMADOS II SEC. VICENTE,QUEMADOS II SEC. VICENTE,NA,787-736-5584,NA,NA,NA,FINAL CARR 788 KM.5.4,BO. QUEMADOS,SAN LORENZO,00754,US,PR,N,NA,NA,NA,SAN LORENZO,San Lorenzo Municipio,NA
PR0004334,RANCHERA,Y,PR,02,01-01,12-31,A,NA,TNCWS,NA,NA,SW,NA,L,1560,1,1,1,2,4,Territory,SW,Y,N,N,565,Y,RANCHERA,RANCHERA,NA,787-620-2277,NA,NA,NA,CARR.128 R 371 KM.10.6,NA,YAUCO,00698,US,PR,N,NA,NA,NA,"RANCHERAS,YAUCO","Ponce Municipio,Yauco Municipio",NA
PR0004454,REAL ANON,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,3623,1,2,1,3,5,Territory,SW,Y,N,N,1242,Y,REAL ANON,REAL ANON,NA,787-620-2277,NA,NA,NA,CARR. 511 KM.13.5,NA,PONCE,00731,US,PR,N,NA,NA,NA,PONCE,Ponce Municipio,NA
PR0002842,RIO ARRIBA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,1777,1,1,1,2,4,Territory,SW,Y,N,N,366,Y,RIO ARRIBA,RIO ARRIBA,NA,787-620-2277,NA,NA,NA,CARR. 10 KM. 65.4 INT.,NA,ARECIBO,00612,US,PR,N,NA,NA,NA,ARECIBO,Arecibo Municipio,NA
PR0002752,CIALES URBANO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,8190,1,2,1,3,5,Territory,SW,Y,N,N,2999,Y,CIALES URBANO,CIALES URBANO,NA,787-620-2277,NA,NA,NA,CARR. 146 KM. 27.2,NA,CIALES,00638,US,PR,N,NA,NA,NA,CIALES,Ciales Municipio,NA
PR0003122,MAMEYES ABAJO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,1150,1,1,1,2,4,Territory,SW,Y,N,N,375,Y,MAMEYES ABAJO,MAMEYES ABAJO,NA,787-620-2277,NA,NA,NA,CARR. 140 KM. 19.2 INT.,NA,UTUADO,00641,US,PR,N,NA,NA,NA,"MAMEYES ABAJO,UTUADO",Utuado Municipio,NA
PR0003062,MAMEYES ARRIBA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,2152,1,1,1,2,4,Territory,SW,Y,N,N,483,Y,MAMEYES ARRIBA,MAMEYES ARRIBA,NA,787-620-2277,NA,NA,NA,CARR. 530 KM. 1.2 INT.,NA,JAYUYA,00664,US,PR,N,NA,NA,NA,"JAYUYA,MAMEYES ARRIBA",Jayuya Municipio,NA
PR0724027,MANA I,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,500,1,1,1,1,2,Territory,GW,Y,N,N,80,Y,MANA I,MANA I,NA,787-760-6264,NA,NA,NA,CARR 802 KM. 2.5 INT.,BO. MANA,COROZAL,00783,US,PR,N,NA,NA,NA,COROZAL,Corozal Municipio,NA
PR0724097,MANA III,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,500,1,1,1,1,2,Territory,GW,Y,N,N,33,Y,MANA III,MANA III,NA,787-859-5512,NA,NA,NA,CAR. 802 KM. 2.5  INT.,BO. MANA,COROZAL,00783,US,PR,N,NA,NA,NA,COROZAL,Corozal Municipio,NA
PR0003262,MANATI EAST,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,47519,2,2,2,4,6,Territory,GW,Y,N,N,7282,Y,MANATI EAST,MANATI EAST,NA,787-620-2277,NA,NA,NA,CARR. 2 KM. 49.3,NA,MANATI,00674,US,PR,N,NA,NA,NA,MANATI,Manati Municipio,NA
PR0003353,MARICAO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,4489,1,2,1,3,5,Territory,SW,Y,N,N,1187,Y,MARICAO,MARICAO,NA,787-620-2277,NA,NA,NA,CARR. 105 KM. 24.4,NA,MARICAO,00606,US,PR,N,NA,NA,NA,MARICAO,Maricao Municipio,NA
PR0556145,"MARIN, SECTOR BETANCOURT",Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,53,1,1,1,1,1,Territory,GW,Y,N,N,30,Y,"MARIN, SECTOR BETANCOURT","MARIN, SECTOR BETANCOURT",NA,787-839-8485,NA,NA,NA,CARR. 181 KM. 30.6 INT.,BO. MARIN  SECTOR BETANCOURT,PATILLAS,00723,US,PR,N,NA,NA,NA,PATILLAS,Patillas Municipio,NA
PR0004564,MATRULLA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,2350,1,1,1,2,4,Territory,SW,Y,N,N,528,Y,MATRULLA,MATRULLA,NA,787-620-2277,NA,NA,NA,CARR. 143 KM.33.8,NA,OROCOVIS,00916,US,PR,N,NA,NA,NA,OROCOVIS,Orocovis Municipio,NA
PR0004815,MAUNABO URBANO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,12307,2,2,2,4,6,Territory,GW,Y,N,N,3497,Y,MAUNABO URBANO,MAUNABO URBANO,NA,787-620-2277,NA,NA,NA,CARR. 3 KM. 106.3,NA,MAUNABO,00707,US,PR,N,NA,NA,NA,MAUNABO,Maunabo Municipio,NA
PR0003283,MAYAGUEZ,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,181972,2,3,4,5,8,Territory,SW,Y,N,N,45617,Y,MAYAGUEZ,MAYAGUEZ,NA,787-620-2277,NA,NA,NA,CARR. 108 KM. 2 HM. 8,NA,MAYAGUEZ,00680,US,PR,N,NA,NA,NA,"ANASCO,MAYAGUEZ","Anasco Municipio,Mayaguez Municipio",NA
PR0209092,BOEHRINGER INGELHEIM ANIMAL HEALTH PRLLC,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,P,367,1,1,1,1,2,Territory,GW,Y,N,N,310,Y,MERCK SHARP & DOHME,MERCK SHARP & DOHME,NA,787-623-7000,NA,NA,NA,BO.FLORIDA,CARR. # 2 KM. 56.7,BARCELONETA,00617,US,PR,N,NA,NA,NA,BARCELONETA,Barceloneta Municipio,NA
PR0207062,"AIAC INTERNATIONAL PHARMA, LLC",Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,P,260,1,1,1,1,2,Territory,GW,Y,N,N,236,Y,MERCK SHARP & DOHME QUIMICA,MERCK SHARP & DOHME QUIMICA,NA,787-846-1600,NA,NA,NA,CARR. # 2 KM. 60.0,SABANA HOYO,ARECIBO,00688,US,PR,N,NA,NA,NA,ARECIBO,Arecibo Municipio,NA
PR0002591,METROPOLITANO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,1064730,2,3,4,5,11,Territory,SW,Y,N,N,411486,Y,METROPOLITANO,METROPOLITANO,NA,787-620-2277,NA,NA,NA,BO. OBRERO STATION,NA,SAN JUAN,00901,US,PR,N,NA,NA,NA,"BAYAMON,SAN JUAN,TOA ALTA","Bayamon Municipio,San Juan Municipio,Toa Alta Municipio",NA
PR0478094,MOGOTE,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,140,1,1,1,1,2,Territory,GW,Y,N,N,35,Y,MOGOTE,MOGOTE,NA,787-   -,NA,NA,NA,CARR.372 INT.3375,BO.SIERRA ALTA,YAUCO,00698,US,PR,N,NA,NA,NA,YAUCO,Yauco Municipio,NA
PR0002942,MONTE BELLO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,2141,1,1,1,2,4,Territory,GW,Y,N,N,1138,Y,MONTE BELLO,MONTE BELLO,NA,787-620-2277,NA,NA,NA,CARR. 642 KM. 5.9,NA,MANATI,00674,US,PR,N,NA,NA,NA,MANATI,Manati Municipio,NA
PR0003523,MONTE DEL ESTADO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,973,1,1,1,2,3,Territory,SW,Y,N,N,656,Y,MONTE DEL ESTADO,MONTE DEL ESTADO,NA,787-620-2277,NA,NA,NA,CARR. 366 KM 1.0 INT.,NA,MARICAO,00606,US,PR,N,NA,NA,NA,"MARICAO,TABONUCO",Maricao Municipio,NA
PR0002762,MOROVIS URBANO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,25506,2,2,2,4,6,Territory,SW,Y,N,N,8508,Y,MOROVIS URBANO,MOROVIS URBANO,NA,787-620-2277,NA,NA,NA,BALDORIOTY DE CASTRO FINAL,NA,MOROVIS,00687,US,PR,N,NA,NA,NA,MOROVIS,Morovis Municipio,NA
PR0247022,PATHEON PUERTO RICO,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,P,600,1,1,1,2,3,Territory,GW,Y,N,N,56,Y,MOVA,MOVA,NA,787-854-3020,NA,NA,NA,CARR. # 670 KM. 2.7,BO. COTO NORTE,MANATI,00674,US,PR,N,NA,NA,NA,MANATI,Manati Municipio,NA
PR0272082,ACUED. LA GRAMA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,P,60,1,1,1,1,1,Territory,SW,Y,N,N,15,Y,ACUED. LA GRAMA,ACUED. LA GRAMA,NA,787-894-4122,NA,NA,NA,FINCA HIPOLITO MONTERO,CARR. 613 KM. 7.1 BO.TETUAN,UTUADO,00641,US,PR,N,NA,NA,NA,UTUADO,Utuado Municipio,NA
PR0677146,CALABAZAS ARRIBA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,1430,1,1,1,2,4,Territory,GW,Y,N,N,360,Y,CALABAZAS ARRIBA,CALABAZAS ARRIBA,NA,787-893-5642,NA,NA,NA,CARR. 182 KM. 4.1,SECT. LOS MILLAN BO. CALABAZA,YABUCOA,00767,US,PR,N,NA,NA,NA,YABUCOA,Yabucoa Municipio,NA
PR0207002,CAMPAMENTO PENAL SABANA HOYOS,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,400,1,1,1,1,2,Territory,GW,Y,N,N,100,Y,CAMPAMENTO PENAL SABANA HOYOS,CAMPAMENTO PENAL SABANA HOYOS,NA,787-881-5000,NA,NA,NA,SECTOR JOBALES,CARR. 638 KM.3.1,ARECIBO,00662,US,PR,N,NA,NA,NA,ARECIBO,Arecibo Municipio,NA
PR0563095,CAMPAMENTO SANTIAGO,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,P,500,1,1,1,1,2,Territory,GW,Y,N,N,125,Y,CAMPAMENTO SANTIAGO,CAMPAMENTO SANTIAGO,NA,787-724-3321,NA,NA,NA,CARR. # 1 INT. CARR. # 52,NA,SALINAS,00751,US,PR,N,NA,NA,NA,SALINAS,Salinas Municipio,NA
PR0510055,CANABON ABAJO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,299,1,1,1,1,2,Territory,GW,Y,N,N,80,Y,CANABON ABAJO,CANABON ABAJO,NA,787-857-1391,NA,NA,NA,CARR. 772 KM.7.9 INT.,BO. CANABON FCA. PABLO MARRERO,BARRANQUITAS,00794,US,PR,N,NA,NA,NA,BARRANQUITAS,Barranquitas Municipio,NA
PR0003212,CANALIZO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,1147,1,1,1,2,4,Territory,SW,Y,N,N,311,Y,CANALIZO,CANALIZO,NA,787-620-2277,NA,NA,NA,CARR. 140 KM. 4.0,NA,JAYUYA,00664,US,PR,N,NA,NA,NA,JAYUYA,Jayuya Municipio,NA
PR0247042,CARIBE AGRICHEMICALS,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,P,380,1,1,1,1,2,Territory,GW,Y,N,N,1,Y,CARIBE AGRICHEMICALS,CARIBE AGRICHEMICALS,NA,787-884-1620,NA,NA,NA,"CARR. 686, KM. 2.3",BO. TIERRAS NUEVAS SALIENTE,MANATI,00674,US,PR,N,NA,NA,NA,MANATI,Manati Municipio,NA
PR0521025,CARRASQUILLO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,581,1,1,1,2,3,Territory,GW,Y,N,N,115,Y,CARRASQUILLO,CARRASQUILLO,NA,787-714-2056,NA,NA,NA,CARR. 173 RAMAL 782 KM.3,BO. CEIBA SECT. CARRASQUILLO,CIDRA,00739,US,PR,N,NA,NA,NA,CIDRA,Cidra Municipio,NA
PR0004635,CAYEY URBANO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,17814,2,2,2,4,6,Territory,SW,Y,N,N,10023,Y,CAYEY URBANO,CAYEY URBANO,NA,787-620-2277,NA,NA,NA,CARR. 1 KM.59.9,NA,CAYEY,00660,US,PR,N,NA,NA,NA,CAYEY,Cayey Municipio,NA
PR0004494,GUILARTE,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,2090,1,1,1,2,4,Territory,SW,Y,N,N,906,Y,GUILARTE,GUILARTE,NA,787-620-2277,NA,NA,NA,CARR. 131 KM.2.5,NA,ADJUNTAS,00601,US,PR,N,NA,NA,NA,ADJUNTAS,Adjuntas Municipio,NA
PR0401024,ASOCIACION DE VECINOS COMUNIDAD HELECHAL,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,219,1,1,1,1,2,Territory,GW,Y,N,N,6,Y,GUILARTE HELECHALES,GUILARTE HELECHALES,NA,787-829-0888,NA,NA,NA,CARR.131 KM.2.11 INT.,(CAMINO AL LADO DE ESCUELA),ADJUNTAS,00601,US,PR,N,NA,NA,NA,ADJUNTAS,Adjuntas Municipio,NA
PR0005096,GURABO URBANO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,13639,2,2,2,4,6,Territory,SW,Y,N,N,8902,Y,GURABO URBANO,GURABO URBANO,NA,787-620-2277,NA,NA,NA,CARR. 198 KM. 5.4,NA,GURABO,00778,US,PR,N,NA,NA,NA,GURABO,Gurabo Municipio,NA
PR0272102,HACIENDA RULLAN,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,P,340,1,1,1,1,2,Territory,SW,Y,N,N,85,Y,HACIENDA RULLAN,HACIENDA RULLAN,NA,787-894-4854,NA,NA,NA,FINCA HIPOLITO MONTERO,CARR. 613 KM. 8.6 BO.TETUAN 2,UTUADO,00641,US,PR,N,NA,NA,NA,UTUADO,Utuado Municipio,NA
PR0613106,SECTOR LOZADA Y POZO DULCE,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,506,1,1,1,2,3,Territory,GW,Y,N,N,192,Y,SECTOR LOZADA Y POZO DULCE,SECTOR LOZADA Y POZO DULCE,NA,787-744-5904,NA,NA,NA,CARR. 784 KM. 1.5 INT.,BO. CANABON,CAGUAS,00725,US,PR,N,NA,NA,NA,CAGUAS,Caguas Municipio,NA
PR0604056,SECTOR TIZA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,327,1,1,1,1,2,Territory,GW,Y,N,N,100,Y,SECTOR TIZA,SECTOR TIZA,NA,787-732-0618,NA,NA,NA,CARR. 790 INT. 781,BO.JUAN ASENCIO KM. 1.3,AGUAS BUENAS,00703,US,PR,N,NA,NA,NA,AGUAS BUENAS,Aguas Buenas Municipio,NA
PR0458174,SERVICIO DE AGUA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,310,1,1,1,1,2,Territory,GW,Y,N,N,78,Y,SERVICIO DE AGUA,SERVICIO DE AGUA,NA,787-843-2253,NA,NA,NA,CARR.505 KM.7.8,BO.MONTE LLANO,PONCE,00731,US,PR,N,NA,NA,NA,PONCE,Ponce Municipio,NA
PR0476204,SIERRITA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,268,1,1,1,1,2,Territory,GW,Y,N,N,67,Y,SIERRITA,SIERRITA,NA,787-842-2053,NA,NA,NA,CARR. 561 KM. 2.2,SECTOR SIERRITA BO.VACAS,VILLALBA,00766,US,PR,N,NA,NA,NA,VILLALBA,Villalba Municipio,NA
PR0476314,SIERRITA-CAONILLA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,100,1,1,1,1,1,Territory,GW,Y,N,N,25,Y,SIERRITA-CAONILLA,SIERRITA-CAONILLA,NA,787-847-6981,NA,NA,NA,RD.553 KM. 3.4,CAONILLA SEC. SIERRITA,VILLALBA,00766,US,PR,N,NA,NA,NA,VILLALBA,Villalba Municipio,NA
PR0272252,SIST. RURAL GRAULAO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,P,64,1,1,1,1,1,Territory,SW,Y,N,N,16,Y,SIST. RURAL GRAULAO,SIST. RURAL GRAULAO,NA,787-894-9036,NA,NA,NA,CARR. 10 KM. 56.7,BO. SALTO ABAJO,UTUADO,00641,US,PR,N,NA,NA,NA,UTUADO,Utuado Municipio,NA
PR0116041,SISTEMA DE AGUA DUAL BARRAZA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,800,1,1,1,2,3,Territory,GW,Y,N,N,200,Y,SISTEMA DE AGUA DUAL BARRAZA,SISTEMA DE AGUA DUAL BARRAZA,NA,787-257-7555,NA,NA,NA,CARR. 853 INT. 852 KM 11.4,BO. BARRAZA,CAROLINA,00979,US,PR,N,NA,NA,NA,CAROLINA,Carolina Municipio,NA
PR0644096,SISTEMA-AGUA POTABLE. MCNEIL,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,P,1069,1,1,1,2,4,Territory,GW,Y,N,N,187,Y,SISTEMA-AGUA POTABLE. MCNEIL,SISTEMA-AGUA POTABLE. MCNEIL,NA,787-733-1000,NA,NA,NA,CARR. 183 KM. 19.6,BO. MONTONES,LAS PIEDRAS,00771,US,PR,N,NA,NA,NA,LAS PIEDRAS,Las Piedras Municipio,NA
PR0523095,CEDRITO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,360,1,1,1,1,2,Territory,GW,Y,N,N,80,Y,CEDRITO,CEDRITO,NA,787-620-2277,NA,NA,NA,CARR.172 KM. 2.7,NA,COMERIO,00782,US,PR,N,NA,NA,NA,COMERIO,Comerio Municipio,NA
PR0005517,CEDRO ARRIBA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,6561,1,2,1,3,5,Territory,SW,Y,N,N,3089,Y,CEDRO ARRIBA,CEDRO ARRIBA,NA,787-620-2277,NA,NA,NA,CARR. 152 INT. COMERIO,NA,NARANJITO,00719,US,PR,N,NA,NA,NA,NARANJITO,Naranjito Municipio,NA
PR0431034,CENTRAL TERMOELECTRICA,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,P,390,1,1,1,1,2,Territory,GW,Y,N,N,98,Y,CENTRAL TERMOELECTRICA,CENTRAL TERMOELECTRICA,NA,787-836-8002,NA,NA,NA,"COSTA SUR, CARR. 127",KM. 15.7,GUAYANILLA,00656,US,PR,N,NA,NA,NA,GUAYANILLA,Guayanilla Municipio,NA
PR0004634,CERRILLOS,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,8203,1,2,1,3,5,Territory,GW,Y,N,N,1899,Y,CERRILLOS,CERRILLOS,NA,787-620-2277,NA,NA,NA,CARR. 139,BO. MARAGUEZ,PONCE,00733,US,PR,N,NA,NA,NA,PONCE,Ponce Municipio,NA
PR0302013,COMUNIDAD GAVINO NEGRON,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,740,1,1,1,2,3,Territory,GW,Y,N,N,185,Y,CERRO GORDO,CERRO GORDO,NA,787-868-6964,NA,NA,NA,CARR. #2 KM. 139.2 INT. 419,BO.CERRO GORDO,AGUADA,00602,US,PR,N,NA,NA,NA,AGUADA,Aguada Municipio,NA
PR0302043,LA CEIBA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,400,1,1,1,1,2,Territory,GW,Y,N,N,76,Y,CERRO GORDO ARRIBA II,CERRO GORDO ARRIBA II,NA,787-252-1976,NA,NA,NA,CARR 419 KM. 1.5,BO. CERRO GORDO,AGUADA,00602,US,PR,N,NA,NA,NA,AGUADA,Aguada Municipio,NA
PR0351023,SONADOR II,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,800,1,1,1,2,3,Territory,GW,Y,N,N,85,Y,SONADOR II,SONADOR II,NA,787-   -,NA,NA,NA,CARR.423 KM.3.1,BO. SONADOR II,SAN SEBASTIAN,00676,US,PR,N,NA,NA,NA,MOCA,Moca Municipio,NA
PR0003232,INDIERA ALTA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,2273,1,1,1,2,4,Territory,SW,Y,N,N,822,Y,"ALTA, INDIERA","ALTA, INDIERA",NA,NA,NA,NA,NA,NA,ROAD 428 KM 1,MARICAO,00706,US,PR,N,NA,NA,NA,MARICAO,Maricao Municipio,NA
PR0002672,ISABELA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,59196,2,3,3,4,7,Territory,SW,Y,N,N,17205,Y,"X, ISABELA","X, ISABELA",NA,NA,NA,NA,NA,P.O. BOX 7066,BO. OBRERO STATION,SANTURCE,00916,US,PR,N,NA,NA,NA,ISABELA,Isabela Municipio,NA
PR0005336,JIMENEZ,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,292,1,1,1,1,2,Territory,SW,Y,N,N,514,Y,"X, JIMENEZ","X, JIMENEZ",NA,NA,NA,NA,NA,P.O. BOX 7066,BO. OBRERO STATION,SANTURCE,00916,US,PR,N,NA,NA,NA,RIO GRANDE,Rio Grande Municipio,NA
PR0004695,CIDRA URBANO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,34556,2,2,2,4,6,Territory,SW,Y,N,N,8873,Y,CIDRA URBANO,CIDRA URBANO,NA,787-620-2277,NA,NA,NA,CARR. 173 KM. 3.3,NA,CIDRA,00638,US,PR,N,NA,NA,NA,CIDRA,Cidra Municipio,NA
PR0003832,CIMARRONA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,1817,1,1,1,2,4,Territory,SW,Y,N,N,577,Y,CIMARRONA,CIMARRONA,NA,787-620-2277,NA,NA,NA,CARR. 713 KM. 0.1,NA,GUAYAMA,00784,US,PR,N,NA,NA,NA,BARCELONETA,Barceloneta Municipio,NA
PR0004765,CIMARRONA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,2262,1,1,1,2,4,Territory,GW,Y,N,N,769,Y,CIMARRONA,CIMARRONA,NA,787-620-2277,NA,NA,NA,CARR. 713 KM. 0.1,NA,GUAYAMA,00784,US,PR,N,NA,NA,NA,"BO CIMARRONA,GUAYAMA",Guayama Municipio,NA
PR0422084,COAMO ARRIBA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,340,1,1,1,1,2,Territory,GW,Y,N,N,80,Y,COAMO ARRIBA,COAMO ARRIBA,NA,787-825-7374,NA,NA,NA,CARR. 555 KM. 8.7,NA,COAMO,00769,US,PR,N,NA,NA,NA,COAMO,Coamo Municipio,NA
PR0003914,COAMO URBANO,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,7501,1,2,1,3,5,Territory,SW,Y,N,N,11700,Y,COAMO URBANO,COAMO URBANO,NA,787-620-2277,NA,NA,NA,CARR. 155 KM. 1.1,NA,COAMO,00769,US,PR,N,NA,NA,NA,"COAMO,SANTA ISABEL","Coamo Municipio,Santa Isabel Municipio",NA
PR0004895,COCOS,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,L,13850,2,2,2,4,6,Territory,GW,Y,N,N,4054,Y,COCOS,COCOS,NA,787-620-2277,NA,NA,NA,CARR. 1 KM. 90.5,NA,SALINAS,00751,US,PR,N,NA,NA,NA,"BO COCOS,SALINAS",Salinas Municipio,NA
PR0636046,COLEGIO SAN ANTONIO ABAD,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,P,490,1,1,1,1,2,Territory,GW,Y,N,Y,131,Y,COLEGIO SAN ANTONIO ABAD,COLEGIO SAN ANTONIO ABAD,NA,787-852-1616,NA,NA,NA,BO. TEJAS CARR.908 KM.3.1,"SECTOR,FTE. COLEGIO REGIONAL",HUMACAO,00791,US,PR,N,NA,NA,NA,HUMACAO,Humacao Municipio,NA
PR0521075,COM. AISLADA ALMIRANTE,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,348,1,1,1,1,2,Territory,GW,Y,N,N,63,Y,COM. AISLADA ALMIRANTE,COM. AISLADA ALMIRANTE,NA,787-739-1341,NA,NA,NA,CARR.173 RAMAL 7775,BO. RABANAL SECTOR CORTES,CIDRA,00739,US,PR,N,NA,NA,NA,CIDRA,Cidra Municipio,NA
PR0773027,"DBR DEVELOPMENT MANAGEMENT, LLC",Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,P,1000,1,1,1,2,3,Territory,GW,Y,N,N,250,Y,P.R. HYATT HOTELS,P.R. HYATT HOTELS,NA,787-796-1234,NA,NA,NA,BO. SARDINERA,DEPARTAMENTO CENTRAL SERVICE,VEGA ALTA,00692,US,PR,N,NA,NA,NA,VEGA ALTA,Vega Alta Municipio,NA
